id,direction,entry_time,exit_time,entry_price,exit_price,size,fee,pnl,reason,fs,tr
346,long,2024-12-02T01:00:00+00:00,2024-12-02T03:30:00+00:00,3738.99,3693.7678802180117,7.4309,22.0928,-358.1339,SL,0.6334,0.5463
347,long,2024-12-04T14:30:00+00:00,2024-12-04T21:30:00+00:00,3782.23,3841.9310112880657,7.0619,21.5364,400.0661,SL,-0.1222,-0.3662
348,long,2024-12-05T08:00:00+00:00,2024-12-05T19:30:00+00:00,3904.87,3827.649942678596,7.1475,22.1073,-574.0376,SL,0.7688,0.5083
349,long,2024-12-05T22:30:00+00:00,2024-12-06T08:30:00+00:00,3805.44,3889.921627043881,6.8817,21.1829,560.1943,SL,-1.6196,-1.778
350,long,2024-12-07T16:00:00+00:00,2024-12-08T06:00:00+00:00,4000.16,3963.288755506022,6.9668,22.1919,-279.0665,SL,0.6666,0.605
351,long,2024-12-08T16:00:00+00:00,2024-12-09T01:30:00+00:00,3988.49,3949.323108038014,6.7773,21.5188,-286.9646,SL,0.9682,0.9572
352,long,2024-12-09T07:30:00+00:00,2024-12-09T08:30:00+00:00,3919.99,3869.196171848127,6.6761,20.8006,-359.9052,SL,-1.8115,-1.8244
353,long,2024-12-11T02:30:00+00:00,2024-12-11T17:30:00+00:00,3651.99,3779.423794509651,6.8704,20.4227,855.0984,SL,-0.8706,-1.0545
354,long,2024-12-12T02:30:00+00:00,2024-12-12T13:30:00+00:00,3878.65,3935.670144687104,7.1303,22.2874,384.2834,SL,-0.5062,-0.8626
355,long,2024-12-13T11:00:00+00:00,2024-12-14T13:00:00+00:00,3916.52,3863.2505441809103,7.3557,22.8903,-414.7244,SL,-0.7249,-1.3155
356,long,2024-12-15T22:30:00+00:00,2024-12-16T02:00:00+00:00,3887.41,3978.4404547336057,7.0907,22.3098,623.1599,SL,-0.6974,-0.7866
357,long,2024-12-17T08:30:00+00:00,2024-12-17T15:00:00+00:00,4009.48,3954.0418849202106,7.3411,23.3844,-430.3612,SL,-0.6673,-0.7531
358,long,2024-12-18T15:30:00+00:00,2024-12-18T19:30:00+00:00,3866.63,3812.6467965504808,7.2784,22.3571,-415.2685,SL,-1.0804,-1.0961
360,long,2024-12-20T07:00:00+00:00,2024-12-20T08:30:00+00:00,3408.72,3311.056038490498,7.8907,21.2095,-791.8465,SL,-1.6291,-1.8454
359,short,2024-12-19T19:30:00+00:00,2024-12-20T12:00:00+00:00,3438.97,3167.029625693679,7.8213,20.667,2106.2602,SL,-2.1757,-2.1032
361,long,2024-12-22T20:30:00+00:00,2024-12-23T01:00:00+00:00,3288.8,3217.1239574444417,9.3774,24.4035,-696.5384,SL,-1.4457,-1.5076
362,long,2024-12-23T01:30:00+00:00,2024-12-23T05:00:00+00:00,3260.35,3310.3630746082654,8.8183,23.177,417.8533,SL,-0.417,-0.4681
363,long,2024-12-23T16:30:00+00:00,2024-12-23T23:30:00+00:00,3373.38,3419.4752934730673,8.8945,24.1676,385.827,SL,-0.7687,-1.0559
364,long,2024-12-25T10:00:00+00:00,2024-12-25T11:30:00+00:00,3535.15,3488.541369109186,8.8149,24.7653,-435.6157,SL,0.6339,0.4783
365,long,2024-12-27T09:00:00+00:00,2024-12-27T14:30:00+00:00,3418.11,3354.026945685202,8.7344,23.6602,-583.3873,SL,0.1676,-0.0723
366,long,2024-12-28T09:00:00+00:00,2024-12-28T18:30:00+00:00,3351.99,3383.9297230181373,8.3845,22.5909,245.2077,SL,-0.2714,-0.4931
367,long,2024-12-29T09:30:00+00:00,2024-12-29T14:00:00+00:00,3404.44,3379.717678117154,8.4714,22.9885,-232.4212,SL,1.3175,1.2994
368,long,2024-12-29T15:30:00+00:00,2024-12-29T20:00:00+00:00,3372.0,3343.201310901176,8.3462,22.4186,-262.7782,SL,-1.7815,-1.8344
369,long,2024-12-29T22:30:00+00:00,2024-12-30T02:00:00+00:00,3339.39,3405.189995430225,8.1916,22.0996,516.9077,SL,-0.9747,-1.0035
370,long,2024-12-30T12:00:00+00:00,2024-12-30T13:00:00+00:00,3423.59,3387.42497292989,8.4431,23.0024,-328.3474,SL,0.2272,0.0231
